cas,mutator,anntations,percentage,accepted?,loc,blame error?,analyse time,constraints,hit as normal,hit as strict,Normal,Strict,Wrong dynamic
fft,constant-swap,68,58.82,true,88,false,51,925,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,54,906,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,60,915,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,29,907,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,47,1056,false,false,13,0,0
fft,constant-swap,68,16.18,true,88,false,52,1103,false,false,19,0,0
fft,constant-swap,68,999,true,126,false,71,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,39,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,66,1343,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,61,1142,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,49,842,false,false,0,0,0
fft,constant-swap,68,67.65,true,88,false,49,821,false,false,0,0,0
fft,constant-swap,68,61.76,true,88,false,55,827,false,false,0,0,0
fft,constant-swap,68,54.41,true,88,false,55,850,false,false,0,0,0
fft,constant-swap,68,45.59,true,88,false,57,865,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,62,917,false,false,0,0,0
fft,constant-swap,68,25.0,true,88,false,44,767,false,false,13,0,0
fft,constant-swap,68,16.18,true,88,false,48,865,false,false,19,0,0
fft,constant-swap,68,999,true,126,true,71,1460,true,true,1,1,1
fft,constant-swap,68,-1,true,126,true,42,833,true,true,1,1,1
fft,constant-swap,68,92.65,true,88,true,66,1335,true,true,1,1,1
fft,constant-swap,68,82.35,true,88,true,63,1128,true,true,1,1,1
fft,constant-swap,68,73.53,true,88,true,53,839,true,true,1,1,1
fft,constant-swap,68,67.65,true,88,true,49,837,true,true,1,1,1
fft,constant-swap,68,61.76,true,88,true,51,858,true,true,1,1,1
fft,constant-swap,68,54.41,true,88,true,56,850,true,true,1,1,1
fft,constant-swap,68,45.59,true,88,true,55,867,true,true,1,1,1
fft,constant-swap,68,35.29,true,88,true,61,900,true,true,1,1,1
fft,constant-swap,68,25.0,true,88,true,29,773,true,true,14,1,1
fft,constant-swap,68,16.18,true,88,true,46,864,true,true,20,1,1
fft,constant-swap,68,999,true,126,false,70,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,26,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,65,1343,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,64,1141,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,49,849,false,false,0,0,0
fft,constant-swap,68,67.65,true,88,false,52,977,false,false,0,0,0
fft,constant-swap,68,61.76,true,88,false,48,845,false,false,0,0,0
fft,constant-swap,68,54.41,true,88,false,56,842,false,false,0,0,0
fft,constant-swap,68,45.59,true,88,false,56,845,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,63,917,false,false,0,0,0
fft,constant-swap,68,25.0,true,88,false,42,765,false,false,13,0,0
fft,constant-swap,68,16.18,true,88,false,47,865,false,false,19,0,0
fft,constant-swap,68,999,true,126,true,75,1460,true,true,1,1,1
fft,constant-swap,68,-1,true,126,true,25,833,true,true,1,1,1
fft,constant-swap,68,92.65,true,88,true,82,1334,true,true,1,1,1
fft,constant-swap,68,82.35,true,88,true,61,1125,true,true,1,1,1
fft,constant-swap,68,73.53,true,88,true,47,837,true,true,1,1,1
fft,constant-swap,68,67.65,true,88,true,35,852,true,true,1,1,1
fft,constant-swap,68,61.76,true,88,true,58,845,true,true,1,1,1
fft,constant-swap,68,54.41,true,88,true,56,842,true,true,1,1,1
fft,constant-swap,68,45.59,true,88,true,41,870,true,true,1,1,1
fft,constant-swap,68,35.29,true,88,true,62,900,true,true,1,1,1
fft,constant-swap,68,25.0,true,88,true,41,777,true,true,14,1,1
fft,constant-swap,68,16.18,true,88,true,46,864,true,true,20,1,1
fft,constant-swap,68,999,true,127,false,74,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,127,false,26,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,65,1334,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,69,1133,false,false,0,0,0
fft,constant-swap,68,72.6,true,88,false,70,1160,false,false,0,0,0
fft,constant-swap,68,63.24,true,88,false,54,856,false,false,0,0,0
fft,constant-swap,68,57.35,true,88,false,54,855,false,false,0,0,0
fft,constant-swap,68,51.47,true,88,false,55,873,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,59,896,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,57,896,false,false,0,0,0
fft,constant-swap,68,25.0,true,88,false,65,984,false,false,0,0,0
fft,constant-swap,68,16.18,true,88,false,46,866,false,false,22,0,0
fft,constant-swap,68,999,true,127,true,71,1460,true,true,1,1,1
fft,constant-swap,68,-1,true,127,true,40,833,true,true,1,1,1
fft,constant-swap,68,92.65,true,88,true,67,1333,true,true,1,1,1
fft,constant-swap,68,82.35,true,88,true,68,1133,true,true,1,1,1
fft,constant-swap,68,72.6,true,88,true,73,1166,true,true,1,1,1
fft,constant-swap,68,63.24,true,88,true,57,867,true,true,1,1,1
fft,constant-swap,68,57.35,true,88,true,54,865,true,true,1,1,1
fft,constant-swap,68,51.47,true,88,true,56,877,true,true,1,1,1
fft,constant-swap,68,44.12,true,88,true,59,896,true,true,1,1,1
fft,constant-swap,68,35.29,true,88,true,56,897,true,true,1,1,1
fft,constant-swap,68,25.0,true,88,true,64,973,true,true,1,1,1
fft,constant-swap,68,16.18,true,88,true,45,858,true,true,23,1,1
fft,constant-swap,68,999,true,127,false,70,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,127,false,26,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,65,1345,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,72,1132,false,false,0,0,0
fft,constant-swap,68,72.6,true,88,false,74,1155,false,false,0,0,0
fft,constant-swap,68,63.24,true,88,false,53,859,false,false,0,0,0
fft,constant-swap,68,57.35,true,88,false,53,860,false,false,0,0,0
fft,constant-swap,68,51.47,true,88,false,56,868,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,57,885,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,59,898,false,false,0,0,0
fft,constant-swap,68,25.0,true,88,false,64,973,false,false,0,0,0
fft,constant-swap,68,16.18,true,88,false,49,859,false,false,22,0,0
fft,constant-swap,68,999,true,127,true,72,1460,true,true,1,1,1
fft,constant-swap,68,-1,true,127,true,39,833,true,true,1,1,1
fft,constant-swap,68,92.65,true,88,true,67,1348,true,true,1,1,1
fft,constant-swap,68,82.35,true,88,true,68,1127,true,true,1,1,1
fft,constant-swap,68,72.6,true,88,true,71,1156,true,true,1,1,1
fft,constant-swap,68,63.24,true,88,true,53,862,true,true,1,1,1
fft,constant-swap,68,57.35,true,88,true,55,886,true,true,1,1,1
fft,constant-swap,68,51.47,true,88,true,53,848,true,true,1,1,1
fft,constant-swap,68,44.12,true,88,true,57,892,true,true,1,1,1
fft,constant-swap,68,35.29,true,88,true,57,902,true,true,1,1,1
fft,constant-swap,68,25.0,true,88,true,64,973,true,true,1,1,1
fft,constant-swap,68,16.18,true,88,true,32,858,true,true,23,1,1
fft,constant-swap,68,999,true,127,false,70,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,127,false,27,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,69,1343,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,72,1128,false,false,0,0,0
fft,constant-swap,68,72.6,true,88,false,70,1154,false,false,0,0,0
fft,constant-swap,68,63.24,true,88,false,54,866,false,false,0,0,0
fft,constant-swap,68,57.35,true,88,false,54,857,false,false,0,0,0
fft,constant-swap,68,51.47,true,88,false,55,867,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,41,890,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,64,905,false,false,0,0,0
fft,constant-swap,68,25.0,true,88,false,62,977,false,false,0,0,0
fft,constant-swap,68,16.18,true,88,false,47,866,false,false,22,0,0
fft,constant-swap,68,999,true,127,true,73,1460,true,true,1,1,1
fft,constant-swap,68,-1,true,127,true,40,833,true,true,1,1,1
fft,constant-swap,68,92.65,true,88,true,65,1339,true,true,1,1,1
fft,constant-swap,68,82.35,true,88,true,71,1121,true,true,1,1,1
fft,constant-swap,68,72.6,true,88,true,71,1151,true,true,1,1,1
fft,constant-swap,68,63.24,true,88,true,55,860,true,true,1,1,1
fft,constant-swap,68,57.35,true,88,true,57,864,true,true,1,1,1
fft,constant-swap,68,51.47,true,88,true,56,887,true,true,1,1,1
fft,constant-swap,68,44.12,true,88,true,58,886,true,true,1,1,1
fft,constant-swap,68,35.29,true,88,true,41,902,true,true,1,1,1
fft,constant-swap,68,25.0,true,88,true,69,983,true,true,1,1,1
fft,constant-swap,68,16.18,true,88,true,32,869,true,true,23,1,1
fft,constant-swap,68,999,true,126,true,67,1442,true,false,29,0,0
fft,constant-swap,68,-1,true,126,true,45,1036,true,false,9,0,0
fft,constant-swap,68,92.65,true,88,true,54,1114,true,false,27,0,0
fft,constant-swap,68,83.82,true,88,true,54,1049,true,false,27,0,0
fft,constant-swap,68,73.53,true,88,true,52,891,true,false,10,0,0
fft,constant-swap,68,67.65,true,88,true,53,892,true,false,10,0,0
fft,constant-swap,68,58.82,true,88,true,51,895,true,false,10,0,0
fft,constant-swap,68,52.94,true,88,true,64,906,true,false,10,0,0
fft,constant-swap,68,44.12,true,88,true,60,898,true,false,10,0,0
fft,constant-swap,68,35.29,true,88,true,30,938,true,false,10,0,0
fft,constant-swap,68,23.53,true,88,true,33,1019,true,false,22,0,0
fft,constant-swap,68,16.18,true,88,true,52,1094,true,false,28,0,0
fft,constant-swap,68,999,true,126,false,71,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,40,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,65,1125,false,false,0,0,0
fft,constant-swap,68,83.82,true,88,false,76,1329,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,63,1044,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,54,889,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,54,875,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,52,856,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,61,888,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,64,937,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,42,813,false,false,25,0,0
fft,constant-swap,68,17.65,true,88,false,43,811,false,false,22,0,0
fft,constant-swap,68,999,true,126,false,70,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,26,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,60,1111,false,false,0,0,0
fft,constant-swap,68,83.82,true,88,false,64,1314,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,56,1024,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,50,878,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,54,884,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,57,891,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,57,882,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,62,909,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,42,815,false,false,23,0,0
fft,constant-swap,68,17.65,true,88,false,43,811,false,false,22,0,0
fft,constant-swap,68,999,true,126,false,72,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,25,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,68,1121,false,false,0,0,0
fft,constant-swap,68,83.82,true,88,false,75,1329,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,61,1052,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,57,882,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,55,869,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,55,874,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,57,884,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,63,920,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,29,805,false,false,25,0,0
fft,constant-swap,68,17.65,true,88,false,29,805,false,false,22,0,0
fft,constant-swap,68,999,true,126,false,69,1469,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,41,836,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,60,1128,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,61,1144,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,62,1023,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,55,889,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,56,885,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,57,895,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,57,895,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,63,915,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,43,835,false,false,33,0,0
fft,constant-swap,68,17.65,true,88,false,43,828,false,false,30,0,0
fft,constant-swap,68,999,true,126,false,70,1469,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,40,836,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,61,1130,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,62,1149,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,61,1054,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,53,1022,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,52,885,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,56,879,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,53,871,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,63,915,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,29,826,false,false,32,0,0
fft,constant-swap,68,17.65,true,88,false,29,829,false,false,30,0,0
fft,constant-swap,68,999,true,126,false,71,1469,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,26,836,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,64,1132,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,63,1151,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,63,1058,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,49,876,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,56,870,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,52,857,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,56,868,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,63,921,false,false,9,0,0
fft,constant-swap,68,23.53,true,88,false,44,825,false,false,24,0,0
fft,constant-swap,68,17.65,true,88,false,45,814,false,false,22,0,0
fft,constant-swap,68,999,true,126,false,58,1469,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,26,836,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,62,1130,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,70,1148,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,57,1027,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,49,858,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,55,871,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,59,882,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,56,884,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,63,919,false,false,5,0,0
fft,constant-swap,68,23.53,true,88,false,45,806,false,false,23,0,0
fft,constant-swap,68,17.65,true,88,false,44,820,false,false,22,0,0
fft,constant-swap,68,999,true,126,true,70,1460,true,true,9,9,1
fft,constant-swap,68,-1,true,126,true,26,834,true,true,2,2,1
fft,constant-swap,68,92.65,true,88,true,61,1127,true,true,2,2,1
fft,constant-swap,68,82.35,true,88,true,62,1132,true,true,3,3,1
fft,constant-swap,68,73.53,true,88,true,63,1038,true,true,1,1,1
fft,constant-swap,68,64.71,true,88,true,55,885,true,false,2,0,0
fft,constant-swap,68,58.82,true,88,true,50,872,true,true,1,1,1
fft,constant-swap,68,52.94,true,88,true,51,885,true,true,1,1,1
fft,constant-swap,68,44.12,true,88,true,58,889,true,false,1,0,0
fft,constant-swap,68,35.29,true,88,true,63,934,true,false,5,0,0
fft,constant-swap,68,23.53,true,88,true,44,826,true,false,24,0,0
fft,constant-swap,68,17.65,true,88,true,44,815,true,false,22,0,0
fft,constant-swap,68,999,true,126,false,71,1473,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,26,838,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,61,1113,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,63,1152,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,63,1054,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,49,863,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,49,879,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,53,859,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,58,895,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,64,952,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,50,898,false,false,34,0,0
fft,constant-swap,68,17.65,true,88,false,51,874,false,false,31,0,0
fft,constant-swap,68,999,true,126,true,72,1460,true,true,13,13,1
fft,constant-swap,68,-1,true,126,true,26,834,true,true,4,4,1
fft,constant-swap,68,92.65,true,88,true,62,1129,true,true,5,5,1
fft,constant-swap,68,82.35,true,88,true,61,1148,true,true,5,5,1
fft,constant-swap,68,73.53,true,88,true,63,1053,true,true,1,1,1
fft,constant-swap,68,64.71,true,88,true,55,872,true,false,3,0,0
fft,constant-swap,68,58.82,true,88,true,54,871,true,false,4,0,0
fft,constant-swap,68,52.94,true,88,false,57,878,false,false,8,0,0
fft,constant-swap,68,44.12,true,88,false,56,890,false,false,3,0,0
fft,constant-swap,68,35.29,true,88,false,63,918,false,false,6,0,0
fft,constant-swap,68,23.53,true,88,false,48,879,false,false,34,0,0
fft,constant-swap,68,17.65,true,88,false,34,872,false,false,31,0,0
fft,constant-swap,68,999,true,126,false,69,1462,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,40,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,61,1324,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,58,1125,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,56,1031,false,false,0,0,0
fft,constant-swap,68,63.24,true,88,false,50,847,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,48,842,false,false,0,0,0
fft,constant-swap,68,54.41,true,88,false,58,865,false,false,0,0,0
fft,constant-swap,68,45.59,true,88,false,66,860,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,26,675,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,29,821,false,false,13,0,0
fft,constant-swap,68,16.18,true,88,false,50,892,false,false,19,0,0
fft,constant-swap,68,999,true,126,false,72,1473,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,41,838,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,63,1120,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,71,1154,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,55,1021,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,50,863,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,56,889,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,58,876,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,57,877,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,65,922,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,49,875,false,false,34,0,0
fft,constant-swap,68,17.65,true,88,false,51,875,false,false,31,0,0
fft,constant-swap,68,999,true,126,false,70,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,40,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,62,1116,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,72,1149,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,56,1035,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,57,885,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,54,888,false,false,0,0,0
fft,constant-swap,68,52.94,true,88,false,50,876,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,58,877,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,46,918,false,false,0,0,0
fft,constant-swap,68,23.53,true,88,false,44,793,false,false,25,0,0
fft,constant-swap,68,17.65,true,88,false,43,811,false,false,22,0,0
fft,constant-swap,68,999,true,126,true,71,1460,true,true,1,1,1
fft,constant-swap,68,-1,true,126,true,41,833,true,true,1,1,1
fft,constant-swap,68,92.65,true,88,true,60,1121,true,true,1,1,1
fft,constant-swap,68,82.35,true,88,true,62,1132,true,true,1,1,1
fft,constant-swap,68,73.53,true,88,true,55,1033,true,true,1,1,1
fft,constant-swap,68,64.71,true,88,true,50,864,true,true,1,1,1
fft,constant-swap,68,58.82,true,88,true,56,867,true,true,1,1,1
fft,constant-swap,68,52.94,true,88,true,56,879,true,true,1,1,1
fft,constant-swap,68,44.12,true,88,true,57,884,true,true,1,1,1
fft,constant-swap,68,35.29,true,88,true,64,907,true,true,1,1,1
fft,constant-swap,68,23.53,true,88,true,29,796,true,true,25,1,1
fft,constant-swap,68,17.65,true,88,true,29,804,true,true,23,1,1
fft,constant-swap,68,999,true,127,false,71,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,127,false,42,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,67,1343,false,false,0,0,0
fft,constant-swap,68,83.82,true,88,false,74,1192,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,65,1177,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,64,1058,false,false,0,0,0
fft,constant-swap,68,54.41,true,88,false,56,894,false,false,0,0,0
fft,constant-swap,68,50.0,true,88,false,57,909,false,false,0,0,0
fft,constant-swap,68,44.12,true,88,false,57,874,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,61,908,false,false,0,0,0
fft,constant-swap,68,25.0,true,88,false,44,784,false,false,8,0,0
fft,constant-swap,68,17.65,true,88,false,48,811,false,false,22,0,0
fft,constant-swap,68,999,true,127,true,71,1460,true,true,1,1,1
fft,constant-swap,68,-1,true,127,true,40,833,true,true,1,1,1
fft,constant-swap,68,92.65,true,88,true,67,1342,true,true,1,1,1
fft,constant-swap,68,83.82,true,88,true,63,1160,true,true,1,1,1
fft,constant-swap,68,73.53,true,88,true,66,1196,true,true,1,1,1
fft,constant-swap,68,64.71,true,88,true,57,1037,true,true,1,1,1
fft,constant-swap,68,54.41,true,88,true,50,878,true,true,1,1,1
fft,constant-swap,68,50.0,true,88,true,55,910,true,true,1,1,1
fft,constant-swap,68,44.12,true,88,true,56,904,true,true,1,1,1
fft,constant-swap,68,35.29,true,88,true,57,915,true,true,1,1,1
fft,constant-swap,68,25.0,true,88,true,44,790,true,true,9,1,1
fft,constant-swap,68,17.65,true,88,true,47,804,true,true,23,1,1
fft,constant-swap,68,999,true,127,false,72,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,127,false,40,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,67,1334,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,74,1199,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,67,1176,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,52,1162,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,52,880,false,false,0,0,0
fft,constant-swap,68,50.0,true,88,false,55,913,false,false,0,0,0
fft,constant-swap,68,42.65,true,88,false,62,871,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,60,950,false,false,6,0,0
fft,constant-swap,68,25.0,true,88,false,28,778,false,false,8,0,0
fft,constant-swap,68,17.65,true,88,false,29,805,false,false,22,0,0
fft,constant-swap,68,999,true,127,true,76,1460,true,true,1,1,1
fft,constant-swap,68,-1,true,127,true,26,833,true,true,1,1,1
fft,constant-swap,68,92.65,true,88,true,64,1331,true,true,1,1,1
fft,constant-swap,68,82.35,true,88,true,62,1213,true,true,1,1,1
fft,constant-swap,68,73.53,true,88,true,57,1180,true,true,1,1,1
fft,constant-swap,68,64.71,true,88,true,63,1141,true,true,1,1,1
fft,constant-swap,68,58.82,true,88,true,55,866,true,true,1,1,1
fft,constant-swap,68,50.0,true,88,true,54,898,true,true,1,1,1
fft,constant-swap,68,42.65,true,88,true,57,900,true,true,1,1,1
fft,constant-swap,68,35.29,true,88,true,47,954,true,true,7,1,1
fft,constant-swap,68,25.0,true,88,true,42,782,true,true,9,1,1
fft,constant-swap,68,17.65,true,88,true,43,811,true,true,23,1,1
fft,constant-swap,68,999,true,126,false,71,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,40,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,65,1334,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,74,1209,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,58,1161,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,58,1164,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,50,855,false,false,0,0,0
fft,constant-swap,68,50.0,true,88,false,55,905,false,false,0,0,0
fft,constant-swap,68,42.65,true,88,false,58,911,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,59,951,false,false,8,0,0
fft,constant-swap,68,25.0,true,88,false,43,768,false,false,6,0,0
fft,constant-swap,68,17.65,true,88,false,43,805,false,false,22,0,0
fft,constant-swap,68,999,true,126,true,71,1460,true,true,1,1,1
fft,constant-swap,68,-1,true,126,true,39,833,true,true,1,1,1
fft,constant-swap,68,92.65,true,88,true,65,1320,true,true,1,1,1
fft,constant-swap,68,82.35,true,88,true,71,1208,true,true,1,1,1
fft,constant-swap,68,73.53,true,88,true,64,1184,true,true,1,1,1
fft,constant-swap,68,64.71,true,88,true,64,1156,true,true,1,1,1
fft,constant-swap,68,58.82,true,88,true,55,873,true,true,1,1,1
fft,constant-swap,68,50.0,true,88,true,54,896,true,true,1,1,1
fft,constant-swap,68,42.65,true,88,true,62,889,true,true,1,1,1
fft,constant-swap,68,35.29,true,88,true,56,955,true,true,9,1,1
fft,constant-swap,68,25.0,true,88,true,44,784,true,true,9,1,1
fft,constant-swap,68,17.65,true,88,true,28,811,true,true,23,1,1
fft,constant-swap,68,999,true,126,false,70,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,41,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,66,1321,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,64,1198,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,58,1164,false,false,0,0,0
fft,constant-swap,68,64.71,true,88,false,59,1148,false,false,0,0,0
fft,constant-swap,68,58.82,true,88,false,53,851,false,false,0,0,0
fft,constant-swap,68,50.0,true,88,false,55,889,false,false,0,0,0
fft,constant-swap,68,42.65,true,88,false,62,879,false,false,0,0,0
fft,constant-swap,68,35.29,true,88,false,41,938,false,false,8,0,0
fft,constant-swap,68,25.0,true,88,false,28,787,false,false,6,0,0
fft,constant-swap,68,17.65,true,88,false,28,805,false,false,22,0,0
fft,constant-swap,68,999,true,126,false,71,1461,false,false,0,0,0
fft,constant-swap,68,-1,true,126,false,40,834,false,false,0,0,0
fft,constant-swap,68,92.65,true,88,false,75,1335,false,false,0,0,0
fft,constant-swap,68,82.35,true,88,false,61,1148,false,false,0,0,0
fft,constant-swap,68,73.53,true,88,false,48,846,false,false,0,0,0
fft,constant-swap,68,67.65,true,88,false,50,835,false,false,0,0,0
