file-path,true-srcloc,reason
/exp/blackscholes/position-swap/mutant26/mutant26-static.grift,#(struct:srcloc mutant26-static.grift 71 27 1959 46),non-type
/exp/blackscholes/position-swap/mutant29/mutant29-static/0.grift,#(struct:srcloc 0.grift 48 8 2079 204),non-type
/exp/blackscholes/position-swap/mutant3/mutant3-static/9.grift,#(struct:srcloc 9.grift 8 15 246 33),non-type
/exp/blackscholes/position-swap/mutant39/mutant39-static/1.grift,#(struct:srcloc 1.grift 58 17 2422 294),non-type
/exp/blackscholes/position-swap/mutant41/mutant41-static/2.grift,#(struct:srcloc 2.grift 63 40 2672 42),non-type
/exp/blackscholes/position-swap/mutant41/mutant41-static/3.grift,#(struct:srcloc 3.grift 63 40 2656 42),non-type
/exp/blackscholes/position-swap/mutant45/mutant45-static/9.grift,#(struct:srcloc 9.grift 65 23 2730 34),non-type
/exp/blackscholes/position-swap/mutant46/mutant46-static/2.grift,#(struct:srcloc 2.grift 65 42 2782 39),non-type
/exp/blackscholes/position-swap/mutant47/mutant47-static/8.grift,#(struct:srcloc 8.grift 66 18 2793 84),non-type
/exp/blackscholes/position-swap/mutant50/mutant50-static/4.grift,#(struct:srcloc 4.grift 66 57 2842 44),non-type
/exp/blackscholes/position-swap/mutant56/mutant56-static/3.grift,#(struct:srcloc 3.grift 106 30 4549 132),non-type
/exp/blackscholes/position-swap/mutant58/mutant58-static/7.grift,#(struct:srcloc 7.grift 109 8 4673 149),grift-impl
/exp/blackscholes/position-swap/mutant58/mutant58-static/8.grift,#(struct:srcloc 8.grift 109 8 4655 149),grift-impl
/exp/blackscholes/position-swap/mutant60/mutant60-static/3.grift,#(struct:srcloc 3.grift 113 11 4942 611),grift-impl
/exp/blackscholes/position-swap/mutant7/mutant7-static.grift,#(struct:srcloc mutant7-static.grift 23 13 475 47),non-type
/exp/blackscholes/position-swap/mutant72/mutant72-dynamic.grift,#(struct:srcloc mutant72-dynamic.grift 258 41 7368 508),suc-usage
/exp/fft/condition/mutant4/mutant4-static/8.grift,#(struct:srcloc 8.grift 33 42 1482 8),non-type
/exp/fft/condition/mutant6/mutant6-static/9.grift,#(struct:srcloc 9.grift 58 28 2692 10),non-type
/exp/fft/constant-swap/mutant0/mutant0-static/0.grift,#(struct:srcloc 0.grift 6 25 141 12),non-type
/exp/fft/constant-swap/mutant14/mutant14-static/2.grift,#(struct:srcloc 2.grift 33 39 1484 10),non-type
/exp/fft/constant-swap/mutant20/mutant20-static/2.grift,#(struct:srcloc 2.grift 43 60 2018 12),non-type
/exp/fft/constant-swap/mutant26/mutant26-static/6.grift,#(struct:srcloc 6.grift 48 47 2279 11),non-type
/exp/fft/constant-swap/mutant30/mutant30-static/4.grift,#(struct:srcloc 4.grift 48 51 2286 9),non-type
/exp/fft/constant-swap/mutant47/mutant47-static/6.grift,#(struct:srcloc 6.grift 84 22 4301 9),non-type
/exp/fft/constant-swap/mutant52/mutant52-static/2.grift,#(struct:srcloc 2.grift 84 24 4353 9),non-type
/exp/fft/constant-swap/mutant57/mutant57-dynamic.grift,#(struct:srcloc mutant57-dynamic.grift 124 40 4309 9),non-type
/exp/fft/constant-swap/mutant8/mutant8-static/0.grift,#(struct:srcloc 0.grift 24 90 1075 10),non-type
/exp/fft/position-swap/mutant19/mutant19-static/2.grift,#(struct:srcloc 2.grift 35 34 1600 23),non-type
/exp/fft/position-swap/mutant30/mutant30-dynamic.grift,#(struct:srcloc mutant30-dynamic.grift 76 31 2362 26),non-type
/exp/fft/position-swap/mutant30/mutant30-static/2.grift,#(struct:srcloc 2.grift 49 43 2359 26),non-type
/exp/fft/position-swap/mutant33/mutant33-static/7.grift,#(struct:srcloc 7.grift 59 27 2769 46),non-type
/exp/fft/position-swap/mutant40/mutant40-dynamic.grift,#(struct:srcloc mutant40-dynamic.grift 105 32 3329 50),non-type
/exp/fft/position-swap/mutant44/mutant44-static/3.grift,#(struct:srcloc 3.grift 75 69 3634 23),non-type
/exp/fft/position-swap/mutant52/mutant52-static/0.grift,#(struct:srcloc 0.grift 80 62 4064 53),non-type
/exp/fft/position-swap/mutant54/mutant54-static/0.grift,#(struct:srcloc 0.grift 81 36 4141 55),non-type
/exp/fft/position-swap/mutant56/mutant56-static/5.grift,#(struct:srcloc 5.grift 81 36 4121 55),non-type
/exp/fft/position-swap/mutant61/mutant61-static/7.grift,#(struct:srcloc 7.grift 82 34 4125 56),non-type
/exp/fft/position-swap/mutant68/mutant68-static/8.grift,#(struct:srcloc 8.grift 82 98 4184 28),non-type
/exp/fft/position-swap/mutant70/mutant70-static/7.grift,#(struct:srcloc 7.grift 84 15 4284 27),non-type
/exp/matmult/constant-swap/mutant0/mutant0-static/3.grift,#(struct:srcloc 3.grift 5 30 134 9),non-type
/exp/matmult/constant-swap/mutant1/mutant1-static/8.grift,#(struct:srcloc 8.grift 5 30 120 11),non-type
/exp/matmult/constant-swap/mutant12/mutant12-static/7.grift,#(struct:srcloc 7.grift 20 20 545 9),non-type
/exp/matmult/constant-swap/mutant17/mutant17-static/0.grift,#(struct:srcloc 0.grift 21 21 604 9),non-type
/exp/matmult/constant-swap/mutant3/mutant3-static/8.grift,#(struct:srcloc 8.grift 7 20 158 9),non-type
/exp/matmult/constant-swap/mutant5/mutant5-static/9.grift,#(struct:srcloc 9.grift 7 20 158 9),non-type
/exp/matmult/constant-swap/mutant6/mutant6-static/5.grift,#(struct:srcloc 5.grift 8 21 204 9),non-type
/exp/matmult/position-swap/mutant1/mutant1-static/8.grift,#(struct:srcloc 8.grift 5 20 117 25),non-type
/exp/matmult/position-swap/mutant11/mutant11-static/7.grift,#(struct:srcloc 7.grift 23 62 698 24),non-type
/exp/matmult/position-swap/mutant16/mutant16-static/1.grift,#(struct:srcloc 1.grift 23 125 765 24),non-type
/exp/matmult/position-swap/mutant25/mutant25-static/1.grift,#(struct:srcloc 1.grift 41 61 1280 31),non-type
/exp/n_body/constant-swap/mutant100/mutant100-static/0.grift,#(struct:srcloc 0.grift 63 233 2961 30),non-type
/exp/n_body/constant-swap/mutant100/mutant100-static/2.grift,#(struct:srcloc 2.grift 63 231 2893 30),non-type
/exp/n_body/constant-swap/mutant112/mutant112-static/3.grift,#(struct:srcloc 3.grift 68 44 3149 10),non-type
/exp/n_body/constant-swap/mutant114/mutant114-static/6.grift,#(struct:srcloc 6.grift 69 44 3190 10),non-type
/exp/n_body/constant-swap/mutant122/mutant122-static/1.grift,#(struct:srcloc 1.grift 75 25 3649 9),non-type
/exp/n_body/constant-swap/mutant125/mutant125-static/6.grift,#(struct:srcloc 6.grift 75 27 3442 12),non-type
/exp/n_body/constant-swap/mutant126/mutant126-static/1.grift,#(struct:srcloc 1.grift 75 27 3651 11),non-type
/exp/n_body/constant-swap/mutant132/mutant132-static/8.grift,#(struct:srcloc 8.grift 75 35 3390 11),non-type
/exp/n_body/constant-swap/mutant158/mutant158-static/0.grift,#(struct:srcloc 0.grift 87 37 4268 10),non-type
/exp/n_body/constant-swap/mutant186/mutant186-static/8.grift,#(struct:srcloc 8.grift 97 133 4494 10),non-type
/exp/n_body/constant-swap/mutant19/mutant19-static/3.grift,#(struct:srcloc 3.grift 20 24 601 10),non-type
/exp/n_body/constant-swap/mutant217/mutant217-static/1.grift,#(struct:srcloc 1.grift 121 19 5829 9),non-type
/exp/n_body/constant-swap/mutant224/mutant224-static/6.grift,#(struct:srcloc 6.grift 128 69 5803 10),non-type
/exp/n_body/constant-swap/mutant23/mutant23-static/1.grift,#(struct:srcloc 1.grift 22 24 667 10),non-type
/exp/n_body/constant-swap/mutant240/mutant240-static/8.grift,#(struct:srcloc 8.grift 143 38 6328 10),non-type
/exp/n_body/constant-swap/mutant246/mutant246-static/3.grift,#(struct:srcloc 3.grift 157 42 7088 10),non-type
/exp/n_body/constant-swap/mutant258/mutant258-static/5.grift,#(struct:srcloc 5.grift 161 62 7312 10),non-type
/exp/n_body/constant-swap/mutant264/mutant264-static/9.grift,#(struct:srcloc 9.grift 165 25 7384 10),non-type
/exp/n_body/constant-swap/mutant27/mutant27-static/5.grift,#(struct:srcloc 5.grift 26 18 770 9),non-type
/exp/n_body/constant-swap/mutant271/mutant271-static/3.grift,#(struct:srcloc 3.grift 167 47 7651 9),non-type
/exp/n_body/constant-swap/mutant284/mutant284-static.grift,#(struct:srcloc mutant284-static.grift 319 15 8783 9),non-type
/exp/n_body/constant-swap/mutant286/mutant286-static/6.grift,#(struct:srcloc 6.grift 176 17 7863 9),non-type
/exp/n_body/constant-swap/mutant39/mutant39-static/1.grift,#(struct:srcloc 1.grift 41 18 1292 10),non-type
/exp/n_body/constant-swap/mutant43/mutant43-static.grift,#(struct:srcloc mutant43-static.grift 74 17 1403 10),non-type
/exp/n_body/constant-swap/mutant43/mutant43-static/0.grift,#(struct:srcloc 0.grift 46 18 1465 10),non-type
/exp/n_body/constant-swap/mutant47/mutant47-static/6.grift,#(struct:srcloc 6.grift 51 18 1552 10),non-type
/exp/n_body/constant-swap/mutant5/mutant5-static/3.grift,#(struct:srcloc 3.grift 14 20 438 10),non-type
/exp/n_body/constant-swap/mutant51/mutant51-static/6.grift,#(struct:srcloc 6.grift 56 18 1714 10),non-type
/exp/n_body/constant-swap/mutant65/mutant65-static/1.grift,#(struct:srcloc 1.grift 59 52 1891 11),non-type
/exp/n_body/constant-swap/mutant66/mutant66-dynamic.grift,#(struct:srcloc mutant66-dynamic.grift 92 25 1530 9),non-type
/exp/n_body/constant-swap/mutant7/mutant7-static/4.grift,#(struct:srcloc 4.grift 14 22 433 12),non-type
/exp/n_body/constant-swap/mutant73/mutant73-static.grift,#(struct:srcloc mutant73-static.grift 102 13 1929 26),non-type
/exp/n_body/constant-swap/mutant73/mutant73-static/0.grift,#(struct:srcloc 0.grift 60 44 1981 26),non-type
/exp/n_body/constant-swap/mutant78/mutant78-static/1.grift,#(struct:srcloc 1.grift 60 190 2106 27),non-type
/exp/n_body/constant-swap/mutant80/mutant80-static/1.grift,#(struct:srcloc 1.grift 61 34 2217 25),non-type
/exp/n_body/constant-swap/mutant86/mutant86-static/2.grift,#(struct:srcloc 2.grift 61 219 2366 30),non-type
/exp/n_body/constant-swap/mutant94/mutant94-static/7.grift,#(struct:srcloc 7.grift 63 42 2660 27),non-type
/exp/n_body/constant-swap/mutant98/mutant98-static/5.grift,#(struct:srcloc 5.grift 63 148 2800 29),non-type
/exp/n_body/position-swap/mutant101/mutant101-static/5.grift,#(struct:srcloc 5.grift 147 32 6658 42),non-type
/exp/n_body/position-swap/mutant108/mutant108-static.grift,#(struct:srcloc mutant108-static.grift 296 59 7908 30),bivirant
/exp/n_body/position-swap/mutant113/mutant113-static/6.grift,#(struct:srcloc 6.grift 162 24 7372 116),suc-usage
/exp/n_body/position-swap/mutant115/mutant115-static/9.grift,#(struct:srcloc 9.grift 162 40 7229 24),non-type
/exp/n_body/position-swap/mutant12/mutant12-static/2.grift,#(struct:srcloc 2.grift 60 226 2131 54),non-type
/exp/n_body/position-swap/mutant13/mutant13-static.grift,#(struct:srcloc mutant13-static.grift 112 2 2268 324),non-type
/exp/n_body/position-swap/mutant43/mutant43-static/2.grift,#(struct:srcloc 2.grift 84 48 4076 45),non-type
/exp/n_body/position-swap/mutant57/mutant57-static/7.grift,#(struct:srcloc 7.grift 97 23 4463 105),non-type
/exp/n_body/position-swap/mutant58/mutant58-static.grift,#(struct:srcloc mutant58-static.grift 193 25 4782 57),non-type
/exp/n_body/position-swap/mutant65/mutant65-static/8.grift,#(struct:srcloc 8.grift 100 15 4635 46),suc-usage
/exp/n_body/position-swap/mutant73/mutant73-static/1.grift,#(struct:srcloc 1.grift 114 18 5462 57),non-type
/exp/n_body/position-swap/mutant73/mutant73-static/5.grift,#(struct:srcloc 5.grift 114 18 5270 57),non-type
/exp/n_body/position-swap/mutant88/mutant88-dynamic.grift,#(struct:srcloc mutant88-dynamic.grift 239 26 5854 23),non-type
/exp/n_body/position-swap/mutant89/mutant89-static/1.grift,#(struct:srcloc 1.grift 129 28 6122 23),non-type
/exp/n_body/position-swap/mutant94/mutant94-static/2.grift,#(struct:srcloc 2.grift 143 18 6611 57),non-type
/exp/n_body/position-swap/mutant98/mutant98-static/0.grift,#(struct:srcloc 0.grift 145 43 6805 27),non-type
/exp/quicksort/constant-swap/mutant22/mutant22-static/8.grift,#(struct:srcloc 8.grift 50 48 2100 10),non-type
/exp/quicksort/position-swap/mutant18/mutant18-static/7.grift,#(struct:srcloc 7.grift 49 25 2080 26),non-type
/exp/quicksort/position-swap/mutant2/mutant2-static/1.grift,#(struct:srcloc 1.grift 11 28 355 23),non-type
/exp/quicksort/position-swap/mutant3/mutant3-static/7.grift,#(struct:srcloc 7.grift 13 36 436 33),suc-usage
/exp/quicksort/position-swap/mutant7/mutant7-static.grift,#(struct:srcloc mutant7-static.grift 25 34 645 23),non-type
/exp/quicksort/position-swap/mutant9/mutant9-static/7.grift,#(struct:srcloc 7.grift 23 38 878 23),non-type
/exp/ray/constant-swap/mutant0/mutant0-static/8.grift,#(struct:srcloc 8.grift 27 79 901 11),non-type
/exp/ray/constant-swap/mutant10/mutant10-static/4.grift,#(struct:srcloc 4.grift 27 104 1074 9),non-type
/exp/ray/constant-swap/mutant109/mutant109-static.grift,#(struct:srcloc mutant109-static.grift 259 15 8792 11),non-type
/exp/ray/constant-swap/mutant112/mutant112-static/7.grift,#(struct:srcloc 7.grift 151 20 6814 13),non-type
/exp/ray/constant-swap/mutant118/mutant118-static/0.grift,#(struct:srcloc 0.grift 151 41 7626 13),non-type
/exp/ray/constant-swap/mutant119/mutant119-static/9.grift,#(struct:srcloc 9.grift 151 47 6535 12),non-type
/exp/ray/constant-swap/mutant13/mutant13-static/9.grift,#(struct:srcloc 9.grift 27 59 881 9),non-type
/exp/ray/constant-swap/mutant130/mutant130-static/0.grift,#(struct:srcloc 0.grift 152 46 7683 12),non-type
/exp/ray/constant-swap/mutant130/mutant130-static/8.grift,#(struct:srcloc 8.grift 152 46 6752 12),non-type
/exp/ray/constant-swap/mutant131/mutant131-static.grift,#(struct:srcloc mutant131-static.grift 264 16 8945 11),non-type
/exp/ray/constant-swap/mutant132/mutant132-static/0.grift,#(struct:srcloc 0.grift 154 20 7741 12),non-type
/exp/ray/constant-swap/mutant146/mutant146-static/2.grift,#(struct:srcloc 2.grift 158 94 7753 14),non-type
/exp/ray/constant-swap/mutant147/mutant147-dynamic.grift,#(struct:srcloc mutant147-dynamic.grift 271 35 7908 13),non-type
/exp/ray/constant-swap/mutant148/mutant148-static/2.grift,#(struct:srcloc 2.grift 158 102 7777 12),non-type
/exp/ray/constant-swap/mutant149/mutant149-static.grift,#(struct:srcloc mutant149-static.grift 275 35 9389 13),non-type
/exp/ray/constant-swap/mutant17/mutant17-static/5.grift,#(struct:srcloc 5.grift 28 50 1086 12),non-type
/exp/ray/constant-swap/mutant19/mutant19-static/7.grift,#(struct:srcloc 7.grift 28 50 1066 9),non-type
/exp/ray/constant-swap/mutant24/mutant24-static/9.grift,#(struct:srcloc 9.grift 28 58 974 13),non-type
/exp/ray/constant-swap/mutant29/mutant29-static/6.grift,#(struct:srcloc 6.grift 40 20 1421 12),non-type
/exp/ray/constant-swap/mutant39/mutant39-dynamic.grift,#(struct:srcloc mutant39-dynamic.grift 71 40 1527 12),non-type
/exp/ray/constant-swap/mutant40/mutant40-dynamic.grift,#(struct:srcloc mutant40-dynamic.grift 70 50 1512 13),non-type
/exp/ray/constant-swap/mutant48/mutant48-static/8.grift,#(struct:srcloc 8.grift 55 66 2043 9),non-type
/exp/ray/constant-swap/mutant55/mutant55-static/4.grift,#(struct:srcloc 4.grift 55 85 2317 12),non-type
/exp/ray/constant-swap/mutant61/mutant61-static/0.grift,#(struct:srcloc 0.grift 55 102 2401 12),non-type
/exp/ray/constant-swap/mutant65/mutant65-static/2.grift,#(struct:srcloc 2.grift 55 106 2392 11),non-type
/exp/ray/constant-swap/mutant66/mutant66-static/4.grift,#(struct:srcloc 4.grift 55 106 2338 9),non-type
/exp/ray/constant-swap/mutant73/mutant73-static/6.grift,#(struct:srcloc 6.grift 84 26 3343 11),non-type
/exp/ray/constant-swap/mutant97/mutant97-static.grift,#(struct:srcloc mutant97-static.grift 258 15 8744 11),non-type
/exp/ray/position-swap/mutant0/mutant0-dynamic.grift,#(struct:srcloc mutant0-dynamic.grift 20 2 288 25),non-type
/exp/ray/position-swap/mutant103/mutant103-static/4.grift,#(struct:srcloc 4.grift 121 6 5906 135),non-type
/exp/ray/position-swap/mutant105/mutant105-static/3.grift,#(struct:srcloc 3.grift 121 22 5938 47),non-type
/exp/ray/position-swap/mutant106/mutant106-static/0.grift,#(struct:srcloc 0.grift 121 54 6112 85),non-type
/exp/ray/position-swap/mutant109/mutant109-static/0.grift,#(struct:srcloc 0.grift 139 12 7047 52),non-type
/exp/ray/position-swap/mutant111/mutant111-static/3.grift,#(struct:srcloc 3.grift 147 6 7083 122),non-type
/exp/ray/position-swap/mutant119/mutant119-static/5.grift,#(struct:srcloc 5.grift 151 6 7118 61),non-type
/exp/ray/position-swap/mutant17/mutant17-static/3.grift,#(struct:srcloc 3.grift 45 46 1646 53),non-type
/exp/ray/position-swap/mutant18/mutant18-static.grift,#(struct:srcloc mutant18-static.grift 70 45 1767 115),non-type
/exp/ray/position-swap/mutant18/mutant18-static/3.grift,#(struct:srcloc 3.grift 45 85 1685 65),non-type
/exp/ray/position-swap/mutant18/mutant18-static/5.grift,#(struct:srcloc 5.grift 45 85 1627 65),non-type
/exp/ray/position-swap/mutant2/mutant2-static.grift,#(struct:srcloc mutant2-static.grift 24 22 487 35),non-type
/exp/ray/position-swap/mutant30/mutant30-static/0.grift,#(struct:srcloc 0.grift 69 7 3133 33),non-type
/exp/ray/position-swap/mutant34/mutant34-static/0.grift,#(struct:srcloc 0.grift 82 21 3595 51),non-type
/exp/ray/position-swap/mutant36/mutant36-dynamic.grift,#(struct:srcloc mutant36-dynamic.grift 142 17 3267 272),non-type
/exp/ray/position-swap/mutant36/mutant36-static/0.grift,#(struct:srcloc 0.grift 84 21 3682 160),non-type
/exp/ray/position-swap/mutant4/mutant4-static/1.grift,#(struct:srcloc 1.grift 23 6 748 58),non-type
/exp/ray/position-swap/mutant4/mutant4-static/3.grift,#(struct:srcloc 3.grift 23 6 748 58),non-type
/exp/ray/position-swap/mutant42/mutant42-static/3.grift,#(struct:srcloc 3.grift 84 86 3432 47),non-type
/exp/ray/position-swap/mutant45/mutant45-static/5.grift,#(struct:srcloc 5.grift 86 21 3501 178),non-type
/exp/ray/position-swap/mutant5/mutant5-dynamic.grift,#(struct:srcloc mutant5-dynamic.grift 32 16 534 25),non-type
/exp/ray/position-swap/mutant5/mutant5-static/4.grift,#(struct:srcloc 4.grift 23 18 718 25),non-type
/exp/ray/position-swap/mutant50/mutant50-static.grift,#(struct:srcloc mutant50-static.grift 150 31 4469 47),non-type
/exp/ray/position-swap/mutant51/mutant51-static.grift,#(struct:srcloc mutant51-static.grift 151 16 4556 27),non-type
/exp/ray/position-swap/mutant61/mutant61-static/1.grift,#(struct:srcloc 1.grift 94 31 4323 28),non-type
/exp/ray/position-swap/mutant62/mutant62-static/3.grift,#(struct:srcloc 3.grift 95 30 4193 59),non-type
/exp/ray/position-swap/mutant66/mutant66-static.grift,#(struct:srcloc mutant66-static.grift 168 26 5273 70),non-type
/exp/ray/position-swap/mutant67/mutant67-static/1.grift,#(struct:srcloc 1.grift 96 30 4436 70),suc-usage
/exp/ray/position-swap/mutant67/mutant67-static/7.grift,#(struct:srcloc 7.grift 96 30 4099 70),suc-usage
/exp/ray/position-swap/mutant74/mutant74-static/0.grift,#(struct:srcloc 0.grift 100 24 4803 70),non-type
/exp/ray/position-swap/mutant74/mutant74-static/1.grift,#(struct:srcloc 1.grift 100 24 4660 70),non-type
/exp/ray/position-swap/mutant80/mutant80-static/4.grift,#(struct:srcloc 4.grift 108 36 4865 89),non-type
/exp/ray/position-swap/mutant83/mutant83-static/1.grift,#(struct:srcloc 1.grift 108 76 5113 48),non-type
/exp/ray/position-swap/mutant95/mutant95-dynamic.grift,#(struct:srcloc mutant95-dynamic.grift 203 34 6033 59),suc-usage
/exp/tak/condition/mutant0/mutant0-static/7.grift,#(struct:srcloc 7.grift 5 7 94 8),non-type
/exp/tak/constant-swap/mutant4/mutant4-static/7.grift,#(struct:srcloc 7.grift 7 57 168 10),non-type
/exp/tak/position-swap/mutant1/mutant1-dynamic.grift,#(struct:srcloc mutant1-dynamic.grift 4 17 72 75),non-type
/exp/tak/position-swap/mutant2/mutant2-static/4.grift,#(struct:srcloc 4.grift 7 11 122 33),non-type
/exp/tak/position-swap/mutant5/mutant5-static/1.grift,#(struct:srcloc 1.grift 7 34 145 23),non-type
